PRODUCT_NAME,TAXONOMY_INDEX,ADDITIONAL_DETAILS,ACQUISITION_COST,SALE_COST,QUANTITY,WAREHOUSE_NAME,CITY,STATE,COUNTRY_NAME,CREATION_DATE,DETAILS_GROUP_ONE,DETAILS_GROUP_TWO,DETAILS_GROUP_THREE,DETAILS_GROUP_FOUR,PROFIT,TOTAL PROFIT,PROFIT AFTER tax
Western Digital WD5000AACS,,"Series:Caviar Green,Type:5400RPM,Capacity:500GB,Cache:16MB",20.14,26.99,175.0,Toronto,Toronto,Ontario,Canada,,Series:Caviar Green,Type:5400RPM,Capacity:500GB,Cache:16MB,6.849999999999998,1198.7499999999995,1198.7499999999995
Intel Xeon E5-2650,,"Speed:2.0GHz,Cores:8,TDP:95W",869.03,1064.99,111.0,Bombay,Bombay,Maharashtra,India,2002-02-06,Speed:2.0GHz,Cores:8,TDP:95W,,195.96000000000004,21751.560000000005,21751.560000000005
Corsair CB-9060011-WW,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",573.51,799.99,96.0,San Francisco,South San Francisco,California,United States,2002-07-06,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,,226.48000000000002,21742.08,21742.08
MSI GeForce GTX 1080 TI ARMOR 11G OC,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",644.19,764.98,186.0,Sydney,Sydney,New South Wales,Australia,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz,,,120.78999999999996,22466.939999999995,16850.204999999994
Crucial CT1050MX300SSD1,,"Series:MX300,Type:SSD,Capacity:1.1TB,Cache:N/A",192.52,267.99,149.0,Mexico City,Monterrey,Nuevo Leon,Mexico,,Series:MX300,Type:SSD,Capacity:1.1TB,Cache:N/A,75.47,11245.03,7871.521
Supermicro X10SAT-O,,"CPU:LGA1150,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",207.08,281.97,101.0,San Francisco,South San Francisco,California,United States,,CPU:LGA1150,Form Factor:ATX,RAM Slots:4,Max RAM:32GB,74.89000000000001,7563.890000000001,7563.890000000001
Intel Xeon E5-1650 V3,,"Speed:3.5GHz,Cores:6,TDP:140W",399.77,564.89,65.0,Sydney,Sydney,New South Wales,Australia,,Speed:3.5GHz,Cores:6,TDP:140W,,165.12,10732.800000000001,8049.6
Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",696.14,864.98,191.0,Sydney,Sydney,New South Wales,Australia,2002-08-07,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz,,,168.84000000000003,32248.440000000006,24186.330000000005
Intel Xeon E5-1650 V3,,"Speed:3.5GHz,Cores:6,TDP:140W",399.77,564.89,53.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2002-11-07,Speed:3.5GHz,Cores:6,TDP:140W,,165.12,8751.36,6125.952
Gigabyte X299 AORUS Gaming 3,,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",227.48,280.98,28.0,Mexico City,Monterrey,Nuevo Leon,Mexico,,CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB,53.50000000000003,1498.000000000001,1048.6000000000006
Intel Xeon E5-2643 V4 (OEM/Tray),True,"Speed:3.4GHz,Cores:6,TDP:135W",1225.59,1708.86,133.0,Mexico City,Monterrey,Nuevo Leon,Mexico,,Speed:3.4GHz,Cores:6,TDP:135W,,483.27,64274.909999999996,44992.437
MSI X99A GODLIKE GAMING CARBON,True,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",415.0,549.59,165.0,Bombay,Bombay,Maharashtra,India,,CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB,134.59000000000003,22207.350000000006,22207.350000000006
Intel Xeon E5-2680 V2,,"Speed:2.8GHz,Cores:10,TDP:115W",567.81,701.95,111.0,San Francisco,South San Francisco,California,United States,2002-03-08,Speed:2.8GHz,Cores:10,TDP:115W,,134.1400000000001,14889.540000000012,14889.540000000012
Intel Core i9-7900X,,"Speed:3.3GHz,Cores:10,TDP:140W",855.82,1029.99,194.0,San Francisco,South San Francisco,California,United States,2002-03-08,Speed:3.3GHz,Cores:10,TDP:140W,,174.16999999999996,33788.97999999999,33788.97999999999
Intel Core i7-4790K,,"Speed:4.0GHz,Cores:4,TDP:88W",461.92,620.95,176.0,San Francisco,South San Francisco,California,United States,2002-10-08,Speed:4.0GHz,Cores:4,TDP:88W,,159.03000000000003,27989.280000000006,27989.280000000006
Intel Xeon E5-2630 V4,,"Speed:2.2GHz,Cores:10,TDP:85W",528.95,647.99,176.0,Sydney,Sydney,New South Wales,Australia,,Speed:2.2GHz,Cores:10,TDP:85W,,119.03999999999996,20951.039999999994,15713.279999999995
SanDisk SDSSDA-120G-G26,,"Series:SSD PLUS,Type:SSD,Capacity:120GB,Cache:N/A",52.7,59.99,150.0,Sydney,San Francisco,California,United States,,Series:SSD PLUS,Type:SSD,Capacity:120GB,Cache:N/A,7.289999999999999,1093.4999999999998,1093.4999999999998
Gigabyte GV-N108TAORUSX W-11GD,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",596.05,824.98,48.0,Toronto,Toronto,Ontario,Canada,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz,,,228.93000000000006,10988.640000000003,10988.640000000003
G.Skill Ripjaws 4 Series,,"Speed:DDR4-2400,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB",836.03,1055.99,174.0,San Francisco,South San Francisco,California,United States,,Speed:DDR4-2400,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB,,219.96000000000004,38273.04000000001,38273.04000000001
Intel Xeon E5-2640 V4,,"Speed:2.4GHz,Cores:10,TDP:90W",738.71,899.99,31.0,Sydney,Sydney,New South Wales,Australia,2002-01-09,Speed:2.4GHz,Cores:10,TDP:90W,,161.27999999999997,4999.679999999999,3749.7599999999993
Samsung MZ-V6E250,,"Series:960 EVO,Type:SSD,Capacity:250GB,Cache:512MB",92.98,127.88,43.0,Toronto,Toronto,Ontario,Canada,2002-06-09,Series:960 EVO,Type:SSD,Capacity:250GB,Cache:512MB,34.89999999999999,1500.6999999999996,1500.6999999999996
Intel Xeon E5-2687W V3,True,"Speed:3.1GHz,Cores:10,TDP:160W",1781.47,2064.99,69.0,New Jersey,South Brunswick,New Jersey,United States,2002-06-09,Speed:3.1GHz,Cores:10,TDP:160W,,283.51999999999975,19562.879999999983,19562.879999999983
MSI GAMING,,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",753.18,849.99,98.0,"Seattle, Washington",Seattle,Washington,United States,,Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz,,,96.81000000000006,9487.380000000006,9487.380000000006
AMD Opteron 6378,,"Speed:2.4GHz,Cores:16,TDP:115W",826.99,651.92,14.0,Bombay,Bombay,Maharashtra,India,2002-12-10,Speed:2.4GHz,Cores:16,TDP:115W,,-175.07000000000005,-2450.9800000000005,-2450.9800000000005
Asus X99-E WS/USB 3.1,,"CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,Max RAM:128GB",428.89,482.49,137.0,Beijing,Beijing,Beijing,China,,CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,Max RAM:128GB,53.60000000000002,7343.2000000000035,3671.6000000000017
Intel Xeon E5-2697 V4,,"Speed:2.3GHz,Cores:18,TDP:145W",2144.4,2554.99,100.0,New Jersey,South Brunswick,New Jersey,United States,,Speed:2.3GHz,Cores:18,TDP:145W,,410.5899999999997,41058.99999999997,41058.99999999997
AMD 100-506061,,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",706.99,999.99,143.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2002-03-11,Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz,,,293.0,41899.0,29329.3
G.Skill Ripjaws V Series,True,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",517.78,686.99,65.0,Sydney,Sydney,New South Wales,Australia,2002-03-12,Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,,169.21000000000004,10998.650000000001,8248.987500000001
Intel Core i7-980,,"Speed:3.33GHz,Cores:6,TDP:130W",563.7,699.99,225.0,"Seattle, Washington",Seattle,Washington,United States,2002-03-12,Speed:3.33GHz,Cores:6,TDP:130W,,136.28999999999996,30665.249999999993,30665.249999999993
Intel Xeon E5-2695 V3 (OEM/Tray),,"Speed:2.3GHz,Cores:14,TDP:120W",1925.13,2431.95,29.0,Sydney,Sydney,New South Wales,Australia,2002-09-12,Speed:2.3GHz,Cores:14,TDP:120W,,506.8199999999997,14697.779999999992,11023.334999999994
Intel DG43RK,,"CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,Max RAM:8GB",219.69,289.79,95.0,San Francisco,South San Francisco,California,United States,,CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,Max RAM:8GB,70.10000000000002,6659.500000000002,6659.500000000002
Corsair Dominator Platinum,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x16GBSize:128GB",1051.97,1449.99,177.0,Toronto,Toronto,Ontario,Canada,,Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x16GBSize:128GB,,398.02,70449.54,70449.54
Asus X99-E-10G WS,,"CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,Max RAM:128GB",582.02,649.0,119.0,Bombay,Bombay,Maharashtra,India,,CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,Max RAM:128GB,66.98000000000002,7970.620000000003,7970.620000000003
G.Skill TridentZ RGB,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB",1330.26,1504.99,163.0,Sydney,Sydney,New South Wales,Australia,2003-02-01,Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB,,174.73000000000002,28480.99,21360.7425
Intel Xeon E5-1680 V3 (OEM/Tray),,"Speed:3.2GHz,Cores:8,TDP:140W",1519.85,1751.99,133.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2003-02-01,Speed:3.2GHz,Cores:8,TDP:140W,,232.1400000000001,30874.620000000014,21612.234000000008
Asus MAXIMUS IX CODE,,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",266.15,298.98,46.0,Beijing,Beijing,Beijing,China,,CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB,32.83000000000004,1510.1800000000019,755.0900000000009
Kingston,True,"Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x8GBSize:32GB",566.98,653.5,142.0,Beijing,Beijing,Beijing,China,,Speed:DDR3-1600,Type:240-pin DIMM,CAS:11Module:4x8GBSize:32GB,,86.51999999999998,12285.839999999997,6142.919999999998
Intel Xeon E5-2690 V4,,"Speed:2.6GHz,Cores:14,TDP:135W",1499.26,1994.49,39.0,Mexico City,Monterrey,Nuevo Leon,Mexico,,Speed:2.6GHz,Cores:14,TDP:135W,,495.23,19313.97,13519.779
G.Skill Trident Z,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",585.26,713.99,54.0,Sydney,Sydney,New South Wales,Australia,2003-01-02,Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB,,128.73000000000002,6951.420000000001,5213.5650000000005
MSI GeForce GTX 1080 TI ARMOR 11G OC,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",644.19,764.98,185.0,San Francisco,South San Francisco,California,United States,2003-03-02,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz,,,120.78999999999996,22346.149999999994,22346.149999999994
Intel Xeon E5-2630 V3,,"Speed:2.4GHz,Cores:8,TDP:85W",499.96,629.99,64.0,Sydney,Sydney,New South Wales,Australia,,Speed:2.4GHz,Cores:8,TDP:85W,,130.03000000000003,8321.920000000002,6241.440000000001
MSI Z170 Krait Gaming,,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",231.58,299.89,55.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2003-08-03,CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB,68.30999999999997,3757.0499999999984,2629.9349999999986
Intel Xeon E5-2697 V2,,"Speed:2.7GHz,Cores:12,TDP:130W",2101.59,2377.09,0.0,Bombay,Bombay,Maharashtra,India,,Speed:2.7GHz,Cores:12,TDP:130W,,275.5,0.0,0.0
Supermicro X10SDV-8C-TLN4F,,"CPU:Xeon D-1541,Form Factor:Mini ITX,RAM Slots:4,Max RAM:64GB",664.29,948.99,173.0,Sydney,Sydney,New South Wales,Australia,,CPU:Xeon D-1541,Form Factor:Mini ITX,RAM Slots:4,Max RAM:64GB,284.70000000000005,49253.100000000006,36939.825000000004
EVGA 11G-P4-6696-KR,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",594.46,759.99,13.0,Beijing,Beijing,Beijing,China,2003-08-05,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz,,,165.52999999999997,2151.8899999999994,1075.9449999999997
NVIDIA VCQM4000-PB,,"Chipset:Quadro M4000,Memory:8GBCore Clock:N/A",682.09,790.0,74.0,Bombay,Bombay,Maharashtra,India,,Chipset:Quadro M4000,Memory:8GBCore Clock:N/A,,,107.90999999999997,7985.339999999997,7985.339999999997
PNY SSD9SC240GMDA-RB,,"Series:XLR8,Type:SSD,Capacity:240GB,Cache:N/A",58.4,80.72,137.0,Beijing,Beijing,Beijing,China,,Series:XLR8,Type:SSD,Capacity:240GB,Cache:N/A,22.32,3057.84,1528.92
Intel DP35DPM,True,"CPU:LGA775,Form Factor:ATX,RAM Slots:4,Max RAM:8GB",626.22,789.79,30.0,Sydney,Sydney,New South Wales,Australia,,CPU:LGA775,Form Factor:ATX,RAM Slots:4,Max RAM:8GB,163.56999999999994,4907.0999999999985,3680.324999999999
Asus RAMPAGE V EXTREME,,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB",459.0,572.96,30.0,Sydney,Sydney,New South Wales,Australia,,CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB,113.96000000000004,3418.800000000001,2564.100000000001
MSI GeForce GTX 1080 TI ARMOR 11G OC,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",644.19,764.98,236.0,"Seattle, Washington",Seattle,Washington,United States,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz,,,120.78999999999996,28506.43999999999,28506.43999999999
Asus Z10PE-D8 WS,,"CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,Max RAM:512GB",504.14,561.59,138.0,Beijing,Beijing,Beijing,China,,CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,Max RAM:512GB,57.450000000000045,7928.100000000006,3964.050000000003
G.Skill Trident Z,True,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",647.83,760.99,232.0,Sydney,Sydney,New South Wales,Australia,2003-02-06,Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB,,113.15999999999997,26253.11999999999,19689.839999999993
Crucial,True,"Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",590.13,766.11,35.0,Sydney,Sydney,New South Wales,Australia,2003-07-06,Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,,175.98000000000002,6159.300000000001,4619.475
G.Skill Trident Z,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",532.27,722.99,58.0,Sydney,Sydney,New South Wales,Australia,,Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB,,190.72000000000003,11061.760000000002,8296.320000000002
Corsair CB-9060011-WW,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",573.51,799.99,46.0,Toronto,Toronto,Ontario,Canada,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,,226.48000000000002,10418.080000000002,10418.080000000002
Corsair Vengeance LPX,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",609.53,734.99,60.0,Sydney,Sydney,New South Wales,Australia,,Speed:DDR4-3333,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,,125.46000000000004,7527.600000000002,5645.700000000002
Intel DG43RK,True,"CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,Max RAM:8GB",219.69,289.79,49.0,Toronto,Toronto,Ontario,Canada,,CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,Max RAM:8GB,70.10000000000002,3434.900000000001,3434.900000000001
MSI Z170A KRAIT GAMING,,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",262.4,299.89,122.0,San Francisco,South San Francisco,California,United States,,CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB,37.49000000000001,4573.780000000001,4573.780000000001
Supermicro X10SDV-8C-TLN4F,,"CPU:Xeon D-1541,Form Factor:Mini ITX,RAM Slots:4,Max RAM:64GB",,948.99,120.0,Bombay,Bombay,Maharashtra,India,,CPU:Xeon D-1541,Form Factor:Mini ITX,RAM Slots:4,Max RAM:64GB,,,
ATI FirePro S9050,,"Chipset:FirePro S9050,Memory:12GBCore Clock:900MHz",1237.04,1699.0,197.0,New Jersey,South Brunswick,New Jersey,United States,,Chipset:FirePro S9050,Memory:12GBCore Clock:900MHz,,,461.96000000000004,91006.12000000001,91006.12000000001
Kingston HyperX Predator,,,471.78,635.99,18.0,Beijing,Beijing,Beijing,China,,,,,,164.21000000000004,2955.7800000000007,1477.8900000000003
ATI FirePro S9050,,"Chipset:FirePro S9050,Memory:12GBCore Clock:900MHz",1237.04,1699.0,137.0,Beijing,Beijing,Beijing,China,,Chipset:FirePro S9050,Memory:12GBCore Clock:900MHz,,,461.96000000000004,63288.520000000004,31644.260000000002
EVGA 12G-P4-3992-KR,,"Chipset:GeForce GTX Titan Z,Memory:12GBCore Clock:732MHz",2313.07,2799.99,178.0,San Francisco,South San Francisco,California,United States,,Chipset:GeForce GTX Titan Z,Memory:12GBCore Clock:732MHz,,,486.9199999999996,86671.75999999994,86671.75999999994
Corsair Vengeance LPX,,"Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",867.52,1163.99,225.0,Sydney,Sydney,New South Wales,Australia,,Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB,,296.47,66705.75,50029.3125
ATI FirePro W9000,,"Chipset:FirePro W9000,Memory:6GBCore Clock:975MHz",2785.55,3192.97,179.0,San Francisco,South San Francisco,California,United States,,Chipset:FirePro W9000,Memory:6GBCore Clock:975MHz,,,407.4199999999996,72928.17999999993,72928.17999999993
MSI GeForce GTX 1080 TI ARMOR 11G OC,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",644.19,764.98,151.0,Beijing,Beijing,Beijing,China,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz,,,120.78999999999996,18239.289999999994,9119.644999999997
Asus Z10PE-D16 WS,,"CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:1TB",332.52,469.99,15.0,Bombay,Bombay,Maharashtra,India,,CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:1TB,137.47000000000003,2062.05,2062.05
Intel Xeon E5-1650 V4,,"Speed:3.6GHz,Cores:6,TDP:140W",535.47,601.99,67.0,"Seattle, Washington",Seattle,Washington,United States,,Speed:3.6GHz,Cores:6,TDP:140W,,66.51999999999998,4456.839999999998,4456.839999999998
Intel Xeon E5-2650,,"Speed:2.0GHz,Cores:8,TDP:95W",869.03,1064.99,171.0,"Seattle, Washington",Seattle,Washington,United States,2004-08-01,Speed:2.0GHz,Cores:8,TDP:95W,,195.96000000000004,33509.16,33509.16
Intel Core i7-4790K,,"Speed:4.0GHz,Cores:4,TDP:88W",461.92,620.95,141.0,Beijing,Beijing,Beijing,China,2004-12-01,Speed:4.0GHz,Cores:4,TDP:88W,,159.03000000000003,22423.230000000003,11211.615000000002
G.Skill Ripjaws V Series,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",603.22,721.99,102.0,"Seattle, Washington",Seattle,Washington,United States,,Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB,,118.76999999999998,12114.539999999997,12114.539999999997
Intel Xeon E5-2690 V3,,"Speed:2.6GHz,Cores:12,TDP:135W",1540.35,1908.73,45.0,Mexico City,Monterrey,Nuevo Leon,Mexico,,Speed:2.6GHz,Cores:12,TDP:135W,,368.3800000000001,16577.100000000006,11603.970000000003
EVGA 11G-P4-6696-KR,True,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",594.46,759.99,118.0,New Jersey,South Brunswick,New Jersey,United States,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz,,,165.52999999999997,19532.539999999997,19532.539999999997
PNY VCQK6000-PB,,"Chipset:Quadro K6000,Memory:12GBCore Clock:902MHz",1740.31,2290.79,47.0,Toronto,Toronto,Ontario,Canada,,Chipset:Quadro K6000,Memory:12GBCore Clock:902MHz,,,550.48,25872.56,25872.56
Asus KGPE-D16,,"CPU:G34 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:256GB",360.72,417.98,9.0,Beijing,Beijing,Beijing,China,,CPU:G34 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:256GB,57.25999999999999,515.3399999999999,257.66999999999996
SanDisk SDSSDA-120G-G26,,"Series:SSD PLUS,Type:SSD,Capacity:120GB,Cache:N/A",52.7,59.99,124.0,Beijing,San Francisco,California,United States,2004-06-02,Series:SSD PLUS,Type:SSD,Capacity:120GB,Cache:N/A,7.289999999999999,903.9599999999999,903.9599999999999
Samsung MZ-V6E250,,"Series:960 EVO,Type:SSD,Capacity:250GB,Cache:512MB",92.98,127.88,89.0,San Francisco,South San Francisco,California,United States,,Series:960 EVO,Type:SSD,Capacity:250GB,Cache:512MB,34.89999999999999,3106.0999999999995,3106.0999999999995
Crucial CT275MX300SSD1,,"Series:MX300,Type:SSD,Capacity:275GB,Cache:N/A",79.21,97.88,47.0,Beijing,Beijing,Beijing,China,,Series:MX300,Type:SSD,Capacity:275GB,Cache:N/A,18.67,877.4900000000001,438.74500000000006
Intel Core i7-3930K,,"Speed:3.2GHz,Cores:6,TDP:130W",509.32,660.0,35.0,Bombay,Bombay,Maharashtra,India,,Speed:3.2GHz,Cores:6,TDP:130W,,150.68,5273.8,5273.8
MSI GTX 1080 TI LIGHTNING Z,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz",688.35,873.98,176.0,"Southlake, Texas",Southlake,Texas,United States,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz,,,185.63,32670.879999999997,24503.159999999996
Corsair Vengeance LPX,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",595.42,699.01,100.0,San Francisco,South San Francisco,California,United States,,Speed:DDR4-3333,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,,103.59000000000003,10359.000000000004,10359.000000000004
Intel Core i7-3960X Extreme Edition,,"Speed:3.3GHz,Cores:6,TDP:130W",800.74,573.41,37.0,Sydney,Sydney,New South Wales,Australia,2004-07-03,Speed:3.3GHz,Cores:6,TDP:130W,,-227.33000000000004,-8411.210000000001,-8411.210000000001
ATI FirePro S9050,,"Chipset:FirePro S9050,Memory:12GBCore Clock:900MHz",1237.04,1699.0,185.0,"Seattle, Washington",Seattle,Washington,United States,,Chipset:FirePro S9050,Memory:12GBCore Clock:900MHz,,,461.96000000000004,85462.6,85462.6
Corsair Vengeance LPX,,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",912.98,1299.99,78.0,Toronto,Toronto,Ontario,Canada,,Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB,,387.01,30186.78,30186.78
MSI GeForce GTX 1080 Ti GAMING X 11G,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",666.59,759.99,167.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2004-08-05,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,,93.39999999999998,15597.799999999996,10918.459999999995
AMD 100-505989,,"Chipset:FirePro W9100,Memory:32GBCore Clock:930MHz",2128.67,2699.99,35.0,Bombay,Bombay,Maharashtra,India,2004-10-05,Chipset:FirePro W9100,Memory:32GBCore Clock:930MHz,,,571.3199999999997,19996.19999999999,19996.19999999999
PNY SSD9SC240GMDA-RB,,"Series:XLR8,Type:SSD,Capacity:240GB,Cache:N/A",58.4,80.72,149.0,Mexico City,Monterrey,Nuevo Leon,Mexico,,Series:XLR8,Type:SSD,Capacity:240GB,Cache:N/A,22.32,3325.68,2327.9759999999997
Kingston,,"Speed:DDR3-1333,Type:240-pin DIMM,CAS:9Module:4x16GBSize:64GB",556.84,671.38,124.0,Bombay,Bombay,Maharashtra,India,,Speed:DDR3-1333,Type:240-pin DIMM,CAS:9Module:4x16GBSize:64GB,,114.53999999999996,14202.959999999995,14202.959999999995
Gigabyte GV-N108TAORUSX W-11GD,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",596.05,824.98,108.0,"Southlake, Texas",Southlake,Texas,United States,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz,,,228.93000000000006,24724.440000000006,22251.996000000006
Intel Core i7-6950X (OEM/Tray),,"Speed:3.0GHz,Cores:10,TDP:140W",1479.56,1704.37,35.0,Sydney,Sydney,New South Wales,Australia,,Speed:3.0GHz,Cores:10,TDP:140W,,224.80999999999995,7868.3499999999985,5901.262499999999
G.Skill Trident Z,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",585.26,713.99,21.0,Beijing,Beijing,Beijing,China,2004-11-06,Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB,,128.73000000000002,2703.3300000000004,1351.6650000000002
Seagate ST2000DX002,True,"Series:FireCuda,Type:Hybrid,Capacity:2TB,Cache:64MB",64.48,90.99,136.0,Beijing,Beijing,Beijing,China,2004-12-06,Series:FireCuda,Type:Hybrid,Capacity:2TB,Cache:64MB,26.50999999999999,3605.3599999999988,1802.6799999999994
Intel SSDPECME040T401,,"Series:DC P3608,Type:SSD,Capacity:4TB,Cache:N/A",7123.66,8867.99,84.0,Sydney,Sydney,New South Wales,Australia,,Series:DC P3608,Type:SSD,Capacity:4TB,Cache:N/A,1744.33,146523.72,109892.79000000001
Gigabyte GV-N108TAORUS-11GD,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.59GHz",605.3,744.98,151.0,Sydney,Sydney,New South Wales,Australia,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.59GHz,,,139.68000000000006,21091.68000000001,15818.76000000001
